structureId	chainId	macromoleculeType	chainLength	experimentalTechnique	resolution	scopDomain	pfam	ligandId	ligandName	source	structureTitle	citation	rObserved	rFree	rWork	spaceGroup
8DWX	A	Protein	439	EM	3.27	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	Y	Protein	109	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	W	Protein	109	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	U	Protein	109	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	L	Protein	109	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	Z	Protein	117	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	X	Protein	117	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	V	Protein	117	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	H	Protein	117	EM	3.18	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	T	Protein	151	EM	3.18	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	S	Protein	151	EM	3.18	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	R	Protein	151	EM	3.18	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	Q	Protein	151	EM	3.18	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	P	Protein	419	EM	3.18	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	O	Protein	419	EM	3.18	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	N	Protein	419	EM	3.18	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	M	Protein	419	EM	3.18	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	D	Protein	439	EM	3.18	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	C	Protein	439	EM	3.18	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	B	Protein	439	EM	3.18	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWY	A	Protein	439	EM	3.18	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab CHK-265 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DYT	S	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	Q	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	O	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	M	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	E	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	C	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	A	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	H	Protein	453	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	T	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	R	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	P	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	N	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	F	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	D	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	B	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	L	Protein	217	EM	3.3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	J	Protein	32	EM	3.3	NA	NA	NA	NA	Plasmodium falciparum 3D7	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYT	I	Protein	32	EM	3.3	NA	NA	NA	NA	Plasmodium falciparum 3D7	Cryo-EM structure of 227 Fab in complex with (NPNA)8 peptide	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	C	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	E	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	O	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	S	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	U	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	W	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	Q	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	M	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	A	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	H	Protein	450	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	L	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	B	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	D	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	F	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	N	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	P	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	R	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	V	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	X	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	T	Protein	215	EM	3.72	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYW	I	Protein	278	EM	3.72	NA	NA	NA	NA	Plasmodium falciparum	Cryo-EM structure of 239 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	Z	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	X	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	V	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	T	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	R	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	P	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	N	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	F	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	D	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	B	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	L	Protein	218	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	Y	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	W	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	U	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	S	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	Q	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	O	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	M	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	E	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	C	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	A	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	H	Protein	225	EM	3	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DYX	I	Protein	278	EM	3	NA	NA	NA	NA	Plasmodium falciparum	Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	H	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	A	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	C	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	E	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	M	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	O	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	S	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	W	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	Y	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	U	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	Q	Protein	228	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	B	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	D	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	N	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	P	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	R	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	V	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	X	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	Z	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	T	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	F	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	L	Protein	213	EM	3.2	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8DZ4	I	Protein	278	EM	3.2	NA	NA	NA	NA	Plasmodium falciparum	Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP)	Martin, G.M., et al. Nat Commun (2023)	NA	NA	NA	NA
8E2U	H	Protein	225	EM	3.48	NA	NA	NA	NA	Homo sapiens	HMPV F monomer bound to RSV-199 Fab	Wen, X., et al. Cell Host Microbe (2023)	NA	NA	NA	NA
8E2U	L	Protein	216	EM	3.48	NA	NA	NA	NA	Homo sapiens	HMPV F monomer bound to RSV-199 Fab	Wen, X., et al. Cell Host Microbe (2023)	NA	NA	NA	NA
8E2U	A	Protein	439	EM	3.48	NA	Fusion glycoprotein F0 (Fusion_gly)	NA	NA	Human metapneumovirus A	HMPV F monomer bound to RSV-199 Fab	Wen, X., et al. Cell Host Microbe (2023)	NA	NA	NA	NA
8EAY	L	Protein	107	EM	3.33	NA	NA	NA	NA	Homo sapiens	HMPV F complex with 4I3 Fab	Wen, X., et al. Cell Host Microbe (2023)	NA	NA	NA	NA
